#id	warrant0	warrant1	correctLabelW0orW1	reason	claim	debateTitle	debateInfo
4803078_343_APW9F8OTJ4KXO	the rest of the EU can't restructure enough to strengthen the union enough to withstand a struggle	the rest of the EU is restructuring to strengthen the union enough to withstand a struggle	0	Greece cannot support its own economy and is bringing the Euro down.	Greece will destroy the Euro Zone	Will Greece Destroy the Euro Zone?	The collapse of the Papandreou government may undo European efforts to restructure debt and hold the union together.
11652915_304_A34QZDSTKZ3JO9	Jewish people need to stop being killed	Jewish people must stop being killed	1	It is likely that Jewish people would be slaughtered, proof of that is what is happening between Egyptians and Muslims.	Hamas-Fatah unity can't lead to mideast peace	Can Hamas-Fatah Unity Lead to Mideast Peace?	Will a reconciliation between Fatah and Hamas improve the chances of Arab-Israeli peace, which have dimmed as U.S.-backed talks foundered?
7950152_326_A1DJNUJZN8FE7N	wisdom has much to do with city planning	wisdom has nothing to do with city planning	0	Libraries are a wise addition.	We need libraries	Do We Still Need Libraries?	What are libraries for, and how should they evolve?
11160920_233_AA7ASGQEOMKEZ	dignity should be bestowed freely	dignity should be earned	0	It would give dignity to both immigrants and democracy.	All immigrants should get ID cards	Should All Immigrants Get ID Cards?	Should cities issue identification for anyone who has no passport or driver's license, even if they are not in the country legally?
10338469_90_A1HKYY6XI2OHO1	evidence can be tampered with only if you're an expert in photoshop	evidence can be tampered with if you know how to use photoshop	0	Then there would be evidence instead of just opinion.	Police officers should be required to wear cameras	If Police Encounters Were Filmed	Should police officers be required to wear cameras that record their interactions with the public?
6540450_0_A1CF6U3GF7DZEJ	most families are just as awesome as mine is	most families are not as awesome as mine is	0	My family took a trip around New York State and Connecticut, and it was epic.	Parents should make vacation with kids	Are Family Vacations Worth It?	Should parents soldier forth and try to create those irreplaceable family memories? Or take a real break by zipping off without the kids?
11403441_274_A1CF6U3GF7DZEJ	they still have the freedom  of choice	the freedom  of choice is dangerous here	1	In recent years, there have been a few outbreaks of viruses that were once all but eradicated and they can be blamed on people who make "capable" choices.	Vaccination should be mandatory for all children	Making Vaccination Mandatory for All Children	Should parents no longer be allowed to get religious or philosophical exemptions from having their children immunized?
10228010_216_APW9F8OTJ4KXO	casinos can become self funded through the money they earn from gamblers	casinos can't become self funded through the money they earn from gamblers	1	Allocating resources to education is more useful than funding casinos	Casinos are too much of a gamble	Are Casinos Too Much of a Gamble?	Do the economic and fiscal benefits of casinos outweigh their social and economic costs?
6017135_72_A1OYYWJ2B7OQTD	the basic ingredients of a vegan diet do have some merit	the basic ingredients of a vegan diet don't have any merit	1	Vegans use pseudo-science  to pressure people into an unhealthy lifestyle.	Veganism is not good for everyone	Is Veganism Good For Everyone?	Maybe some of us simply weren't built to be vegans. Is the diet good for everyone?
11163402_167_A1N1T17XTPEEK5	the government should know who is who	the government should not know who is who	0	Legal identification would help police identify people.	All immigrants should get ID cards	Should All Immigrants Get ID Cards?	Should cities issue identification for anyone who has no passport or driver's license, even if they are not in the country legally?
2700867_102_APW9F8OTJ4KXO	these are things that should be learned in the formative years or in one's spare time outside of school	these are things that shouldn't be learned in the formative years or in one's spare time outside of school	1	Humanities help students to process information and communicate with other people more effectively, sometimes in other languages.	Colleges need humanities programs	Do Colleges Need French Departments?	With humanities programs being cut at many universities, what do students stand to lose?
4063639_595_A1I4CYG5YDFTYM	this is the sort of skill not just any teacher or aide could learn, there needs to be a full time librarian on staff.	This is the sort of skill any teacher or aide could learn, there doesn't have to be a full time librarian on staff.	0	Librarians have the ability to teach a special skill set to those who come to their buildings and they generally have the love of their job to do just that.	School librarians are not expendable	Are School Librarians Expendable?	States and cities are under severe budget constraints. They are turning to the library.
